,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_C,Embarked_Q,Embarked_S
298,1.0,0.0,,0.0,0.0,30.5,561174.0,0.0,0.0,1.0
299,1.0,1.0,50.0,0.0,1.0,247.5208,14444.0,1.0,0.0,0.0
300,3.0,1.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
301,3.0,0.0,,2.0,0.0,23.25,0.0,0.0,1.0,0.0
302,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303,2.0,1.0,,0.0,0.0,12.35,654481.0,0.0,1.0,0.0
304,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
305,1.0,0.0,0.92,1.0,2.0,151.55,15626.0,0.0,0.0,1.0
306,1.0,1.0,,0.0,0.0,110.8833,0.0,1.0,0.0,0.0
307,1.0,1.0,17.0,1.0,0.0,108.9,15773.0,1.0,0.0,0.0
308,2.0,0.0,30.0,1.0,0.0,24.0,0.0,1.0,0.0,0.0
309,1.0,1.0,30.0,0.0,0.0,56.9292,18258.0,1.0,0.0,0.0
310,1.0,1.0,24.0,0.0,0.0,83.1583,15736.0,1.0,0.0,0.0
311,1.0,1.0,18.0,2.0,2.0,262.375,14443.0,1.0,0.0,0.0
312,2.0,1.0,26.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0
313,3.0,0.0,28.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
314,2.0,0.0,43.0,1.0,1.0,26.25,0.0,0.0,0.0,1.0
315,3.0,1.0,26.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
316,2.0,1.0,24.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
317,2.0,0.0,54.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0
318,1.0,1.0,31.0,0.0,2.0,164.8667,439.0,0.0,0.0,1.0
319,1.0,1.0,40.0,1.0,1.0,134.5,18256.0,1.0,0.0,0.0
320,3.0,0.0,22.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
321,3.0,0.0,27.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
322,2.0,1.0,30.0,0.0,0.0,12.35,0.0,0.0,1.0,0.0
323,2.0,1.0,22.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0
324,3.0,0.0,,8.0,2.0,69.55,0.0,0.0,0.0,1.0
325,1.0,1.0,36.0,0.0,0.0,135.6333,15662.0,1.0,0.0,0.0
326,3.0,0.0,61.0,0.0,0.0,6.2375,0.0,0.0,0.0,1.0
327,2.0,1.0,36.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0
328,3.0,1.0,31.0,1.0,1.0,20.525,0.0,0.0,0.0,1.0
329,1.0,1.0,16.0,0.0,1.0,57.9792,14300.0,1.0,0.0,0.0
330,3.0,1.0,,2.0,0.0,23.25,0.0,0.0,1.0,0.0
331,1.0,0.0,45.5,0.0,0.0,28.5,561244.0,0.0,0.0,1.0
332,1.0,0.0,38.0,0.0,1.0,153.4625,15877.0,0.0,0.0,1.0
333,3.0,0.0,16.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0
334,1.0,1.0,,1.0,0.0,133.65,0.0,0.0,0.0,1.0
335,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
336,1.0,0.0,29.0,1.0,0.0,66.6,434.0,0.0,0.0,1.0
337,1.0,1.0,41.0,0.0,0.0,134.5,18288.0,1.0,0.0,0.0
338,3.0,0.0,45.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
339,1.0,0.0,45.0,0.0,0.0,35.5,29.0,0.0,0.0,1.0
340,2.0,0.0,2.0,1.0,1.0,26.0,542.0,0.0,0.0,1.0
341,1.0,1.0,24.0,3.0,2.0,263.0,15627.0,0.0,0.0,1.0
342,2.0,0.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
343,2.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
344,2.0,0.0,36.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
345,2.0,1.0,24.0,0.0,0.0,13.0,19551.0,0.0,0.0,1.0
346,2.0,1.0,40.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
347,3.0,1.0,,1.0,0.0,16.1,0.0,0.0,0.0,1.0
348,3.0,0.0,3.0,1.0,1.0,15.9,0.0,0.0,0.0,1.0
349,3.0,0.0,42.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
350,3.0,0.0,23.0,0.0,0.0,9.225,0.0,0.0,0.0,1.0
351,1.0,0.0,,0.0,0.0,35.0,561248.0,0.0,0.0,1.0
352,3.0,0.0,15.0,1.0,1.0,7.2292,0.0,1.0,0.0,0.0
353,3.0,0.0,25.0,1.0,0.0,17.8,0.0,0.0,0.0,1.0
354,3.0,0.0,,0.0,0.0,7.225,0.0,1.0,0.0,0.0
355,3.0,0.0,28.0,0.0,0.0,9.5,0.0,0.0,0.0,1.0
356,1.0,1.0,22.0,0.0,1.0,55.0,18255.0,0.0,0.0,1.0
357,2.0,1.0,38.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
358,3.0,1.0,,0.0,0.0,7.8792,0.0,0.0,1.0,0.0
359,3.0,1.0,,0.0,0.0,7.8792,0.0,0.0,1.0,0.0
360,3.0,0.0,40.0,1.0,4.0,27.9,0.0,0.0,0.0,1.0
361,2.0,0.0,29.0,1.0,0.0,27.7208,0.0,1.0,0.0,0.0
362,3.0,1.0,45.0,0.0,1.0,14.4542,0.0,1.0,0.0,0.0
363,3.0,0.0,35.0,0.0,0.0,7.05,0.0,0.0,0.0,1.0
364,3.0,0.0,,1.0,0.0,15.5,0.0,0.0,1.0,0.0
365,3.0,0.0,30.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
366,1.0,1.0,60.0,1.0,0.0,75.25,16963.0,1.0,0.0,0.0
367,3.0,1.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
368,3.0,1.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
369,1.0,1.0,24.0,0.0,0.0,69.3,14369.0,1.0,0.0,0.0
370,1.0,0.0,25.0,1.0,0.0,55.4417,18324.0,1.0,0.0,0.0
371,3.0,0.0,18.0,1.0,0.0,6.4958,0.0,0.0,0.0,1.0
372,3.0,0.0,19.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
373,1.0,0.0,22.0,0.0,0.0,135.6333,0.0,1.0,0.0,0.0
374,3.0,1.0,3.0,3.0,1.0,21.075,0.0,0.0,0.0,1.0
375,1.0,1.0,,1.0,0.0,82.1708,0.0,1.0,0.0,0.0
376,3.0,1.0,22.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
377,1.0,0.0,27.0,0.0,2.0,211.5,15842.0,1.0,0.0,0.0
378,3.0,0.0,20.0,0.0,0.0,4.0125,0.0,1.0,0.0,0.0
379,3.0,0.0,19.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
380,1.0,1.0,42.0,0.0,0.0,227.525,0.0,1.0,0.0,0.0
381,3.0,1.0,1.0,0.0,2.0,15.7417,0.0,1.0,0.0,0.0
382,3.0,0.0,32.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
383,1.0,1.0,35.0,1.0,0.0,52.0,0.0,0.0,0.0,1.0
384,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
385,2.0,0.0,18.0,0.0,0.0,73.5,0.0,0.0,0.0,1.0
386,3.0,0.0,1.0,5.0,2.0,46.9,0.0,0.0,0.0,1.0
387,2.0,1.0,36.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
388,3.0,0.0,,0.0,0.0,7.7292,0.0,0.0,1.0,0.0
389,2.0,1.0,17.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0
390,1.0,0.0,36.0,1.0,2.0,120.0,14586.0,0.0,0.0,1.0
391,3.0,0.0,21.0,0.0,0.0,7.7958,0.0,0.0,0.0,1.0
392,3.0,0.0,28.0,2.0,0.0,7.925,0.0,0.0,0.0,1.0
393,1.0,1.0,23.0,1.0,0.0,113.275,16962.0,1.0,0.0,0.0
394,3.0,1.0,24.0,0.0,2.0,16.7,582.0,0.0,0.0,1.0
395,3.0,0.0,22.0,0.0,0.0,7.7958,0.0,0.0,0.0,1.0
396,3.0,1.0,31.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
397,2.0,0.0,46.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
398,2.0,0.0,23.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
399,2.0,1.0,28.0,0.0,0.0,12.65,0.0,0.0,0.0,1.0
400,3.0,0.0,39.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
401,3.0,0.0,26.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
402,3.0,1.0,21.0,1.0,0.0,9.825,0.0,0.0,0.0,1.0
403,3.0,0.0,28.0,1.0,0.0,15.85,0.0,0.0,0.0,1.0
404,3.0,1.0,20.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
405,2.0,0.0,34.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0
406,3.0,0.0,51.0,0.0,0.0,7.75,0.0,0.0,0.0,1.0
407,2.0,0.0,3.0,1.0,1.0,18.75,0.0,0.0,0.0,1.0
408,3.0,0.0,21.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
409,3.0,1.0,,3.0,1.0,25.4667,0.0,0.0,0.0,1.0
410,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
411,3.0,0.0,,0.0,0.0,6.8583,0.0,0.0,1.0,0.0
412,1.0,1.0,33.0,1.0,0.0,90.0,15812.0,0.0,1.0,0.0
413,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,3.0,0.0,44.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
415,3.0,1.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
416,2.0,1.0,34.0,1.0,1.0,32.5,0.0,0.0,0.0,1.0
417,2.0,1.0,18.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0
418,2.0,0.0,30.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
419,3.0,1.0,10.0,0.0,2.0,24.15,0.0,0.0,0.0,1.0
420,3.0,0.0,,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
421,3.0,0.0,21.0,0.0,0.0,7.7333,0.0,0.0,1.0,0.0
422,3.0,0.0,29.0,0.0,0.0,7.875,0.0,0.0,0.0,1.0
423,3.0,1.0,28.0,1.0,1.0,14.4,0.0,0.0,0.0,1.0
424,3.0,0.0,18.0,1.0,1.0,20.2125,0.0,0.0,0.0,1.0
425,3.0,0.0,,0.0,0.0,7.25,0.0,0.0,0.0,1.0
426,2.0,1.0,28.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
427,2.0,1.0,19.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
428,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
429,3.0,0.0,32.0,0.0,0.0,8.05,18180.0,0.0,0.0,1.0
430,1.0,0.0,28.0,0.0,0.0,26.55,15734.0,0.0,0.0,1.0
431,3.0,1.0,,1.0,0.0,16.1,0.0,0.0,0.0,1.0
432,2.0,1.0,42.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
433,3.0,0.0,17.0,0.0,0.0,7.125,0.0,0.0,0.0,1.0
434,1.0,0.0,50.0,1.0,0.0,55.9,18292.0,0.0,0.0,1.0
435,1.0,1.0,14.0,1.0,2.0,120.0,14586.0,0.0,0.0,1.0
436,3.0,1.0,21.0,2.0,2.0,34.375,0.0,0.0,0.0,1.0
437,2.0,1.0,24.0,2.0,3.0,18.75,0.0,0.0,0.0,1.0
438,1.0,0.0,64.0,1.0,4.0,263.0,15627.0,0.0,0.0,1.0
439,2.0,0.0,31.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
440,2.0,1.0,45.0,1.0,1.0,26.25,0.0,0.0,0.0,1.0
441,3.0,0.0,20.0,0.0,0.0,9.5,0.0,0.0,0.0,1.0
442,3.0,0.0,25.0,1.0,0.0,7.775,0.0,0.0,0.0,1.0
443,2.0,1.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
444,3.0,0.0,,0.0,0.0,8.1125,0.0,0.0,0.0,1.0
445,1.0,0.0,4.0,0.0,2.0,81.8583,13072.0,0.0,0.0,1.0
446,2.0,1.0,13.0,0.0,1.0,19.5,0.0,0.0,0.0,1.0
447,1.0,0.0,34.0,0.0,0.0,26.55,0.0,0.0,0.0,1.0
448,3.0,1.0,5.0,2.0,1.0,19.2583,0.0,1.0,0.0,0.0
449,1.0,0.0,52.0,0.0,0.0,30.5,561172.0,0.0,0.0,1.0
450,2.0,0.0,36.0,1.0,2.0,27.75,0.0,0.0,0.0,1.0
451,3.0,0.0,,1.0,0.0,19.9667,0.0,0.0,0.0,1.0
452,1.0,0.0,30.0,0.0,0.0,27.75,561205.0,1.0,0.0,0.0
453,1.0,0.0,49.0,1.0,0.0,89.1042,15878.0,1.0,0.0,0.0
454,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
455,3.0,0.0,29.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
456,1.0,0.0,65.0,0.0,0.0,26.55,18260.0,0.0,0.0,1.0
457,1.0,1.0,,1.0,0.0,51.8625,16921.0,0.0,0.0,1.0
458,2.0,1.0,50.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
459,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
460,1.0,0.0,48.0,0.0,0.0,26.55,18182.0,0.0,0.0,1.0
461,3.0,0.0,34.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
462,1.0,0.0,47.0,0.0,0.0,38.5,18363.0,0.0,0.0,1.0
463,2.0,0.0,48.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
464,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
465,3.0,0.0,38.0,0.0,0.0,7.05,0.0,0.0,0.0,1.0
466,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467,1.0,0.0,56.0,0.0,0.0,26.55,0.0,0.0,0.0,1.0
468,3.0,0.0,,0.0,0.0,7.725,0.0,0.0,1.0,0.0
469,3.0,1.0,0.75,2.0,1.0,19.2583,0.0,1.0,0.0,0.0
470,3.0,0.0,,0.0,0.0,7.25,0.0,0.0,0.0,1.0
471,3.0,0.0,38.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
472,2.0,1.0,33.0,1.0,2.0,27.75,0.0,0.0,0.0,1.0
473,2.0,1.0,23.0,0.0,0.0,13.7917,13.0,1.0,0.0,0.0
474,3.0,1.0,22.0,0.0,0.0,9.8375,0.0,0.0,0.0,1.0
475,1.0,0.0,,0.0,0.0,52.0,13000.0,0.0,0.0,1.0
476,2.0,0.0,34.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0
477,3.0,0.0,29.0,1.0,0.0,7.0458,0.0,0.0,0.0,1.0
478,3.0,0.0,22.0,0.0,0.0,7.5208,0.0,0.0,0.0,1.0
479,3.0,1.0,2.0,0.0,1.0,12.2875,0.0,0.0,0.0,1.0
480,3.0,0.0,9.0,5.0,2.0,46.9,0.0,0.0,0.0,1.0
481,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
482,3.0,0.0,50.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
483,3.0,1.0,63.0,0.0,0.0,9.5875,0.0,0.0,0.0,1.0
484,1.0,0.0,25.0,1.0,0.0,91.0792,14409.0,1.0,0.0,0.0
485,3.0,1.0,,3.0,1.0,25.4667,0.0,0.0,0.0,1.0
486,1.0,1.0,35.0,1.0,0.0,90.0,15879.0,0.0,0.0,1.0
487,1.0,0.0,58.0,0.0,0.0,29.7,14371.0,1.0,0.0,0.0
488,3.0,0.0,30.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
489,3.0,0.0,9.0,1.0,1.0,15.9,0.0,0.0,0.0,1.0
490,3.0,0.0,,1.0,0.0,19.9667,0.0,0.0,0.0,1.0
491,3.0,0.0,21.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
492,1.0,0.0,55.0,0.0,0.0,30.5,15660.0,0.0,0.0,1.0
493,1.0,0.0,71.0,0.0,0.0,49.5042,0.0,1.0,0.0,0.0
494,3.0,0.0,21.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
495,3.0,0.0,,0.0,0.0,14.4583,0.0,1.0,0.0,0.0
496,1.0,1.0,54.0,1.0,0.0,78.2667,16920.0,1.0,0.0,0.0
497,3.0,0.0,,0.0,0.0,15.1,0.0,0.0,0.0,1.0
498,1.0,1.0,25.0,1.0,2.0,151.55,15626.0,0.0,0.0,1.0
499,3.0,0.0,24.0,0.0,0.0,7.7958,0.0,0.0,0.0,1.0
500,3.0,0.0,17.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
501,3.0,1.0,21.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
502,3.0,1.0,,0.0,0.0,7.6292,0.0,0.0,1.0,0.0
503,3.0,1.0,37.0,0.0,0.0,9.5875,0.0,0.0,0.0,1.0
504,1.0,1.0,16.0,0.0,0.0,86.5,14517.0,0.0,0.0,1.0
505,1.0,0.0,18.0,1.0,0.0,108.9,15773.0,1.0,0.0,0.0
506,2.0,1.0,33.0,0.0,2.0,26.0,0.0,0.0,0.0,1.0
507,1.0,0.0,,0.0,0.0,26.55,0.0,0.0,0.0,1.0
508,3.0,0.0,28.0,0.0,0.0,22.525,0.0,0.0,0.0,1.0
509,3.0,0.0,26.0,0.0,0.0,56.4958,0.0,0.0,0.0,1.0
510,3.0,0.0,29.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
511,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
512,1.0,0.0,36.0,0.0,0.0,26.2875,18221.0,0.0,0.0,1.0
513,1.0,1.0,54.0,1.0,0.0,59.4,0.0,1.0,0.0,0.0
514,3.0,0.0,24.0,0.0,0.0,7.4958,0.0,0.0,0.0,1.0
515,1.0,0.0,47.0,0.0,0.0,34.0208,16998.0,0.0,0.0,1.0
516,2.0,1.0,34.0,0.0,0.0,10.5,19551.0,0.0,0.0,1.0
517,3.0,0.0,,0.0,0.0,24.15,0.0,0.0,1.0,0.0
518,2.0,1.0,36.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
519,3.0,0.0,32.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
520,1.0,1.0,30.0,0.0,0.0,93.5,14511.0,0.0,0.0,1.0
521,3.0,0.0,22.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
522,3.0,0.0,,0.0,0.0,7.225,0.0,1.0,0.0,0.0
523,1.0,1.0,44.0,0.0,1.0,57.9792,14300.0,1.0,0.0,0.0
524,3.0,0.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
525,3.0,0.0,40.5,0.0,0.0,7.75,0.0,0.0,1.0,0.0
526,2.0,1.0,50.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
527,1.0,0.0,,0.0,0.0,221.7792,15881.0,0.0,0.0,1.0
528,3.0,0.0,39.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
529,2.0,0.0,23.0,2.0,1.0,11.5,0.0,0.0,0.0,1.0
530,2.0,1.0,2.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0
531,3.0,0.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
532,3.0,0.0,17.0,1.0,1.0,7.2292,0.0,1.0,0.0,0.0
533,3.0,1.0,,0.0,2.0,22.3583,0.0,1.0,0.0,0.0
534,3.0,1.0,30.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
535,2.0,1.0,7.0,0.0,2.0,26.25,0.0,0.0,0.0,1.0
536,1.0,0.0,45.0,0.0,0.0,26.55,14372.0,0.0,0.0,1.0
537,1.0,1.0,30.0,0.0,0.0,106.425,0.0,1.0,0.0,0.0
538,3.0,0.0,,0.0,0.0,14.5,0.0,0.0,0.0,1.0
539,1.0,1.0,22.0,0.0,2.0,49.5,14373.0,1.0,0.0,0.0
540,1.0,1.0,36.0,0.0,2.0,71.0,14330.0,0.0,0.0,1.0
541,3.0,1.0,9.0,4.0,2.0,31.275,0.0,0.0,0.0,1.0
542,3.0,1.0,11.0,4.0,2.0,31.275,0.0,0.0,0.0,1.0
543,2.0,0.0,32.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
544,1.0,0.0,50.0,1.0,0.0,106.425,15846.0,1.0,0.0,0.0
545,1.0,0.0,64.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
546,2.0,1.0,19.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
547,2.0,0.0,,0.0,0.0,13.8625,0.0,1.0,0.0,0.0
548,3.0,0.0,33.0,1.0,1.0,20.525,0.0,0.0,0.0,1.0
549,2.0,0.0,8.0,1.0,1.0,36.75,0.0,0.0,0.0,1.0
550,1.0,0.0,17.0,0.0,2.0,110.8833,15804.0,1.0,0.0,0.0
551,2.0,0.0,27.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
552,3.0,0.0,,0.0,0.0,7.8292,0.0,0.0,1.0,0.0
553,3.0,0.0,22.0,0.0,0.0,7.225,0.0,1.0,0.0,0.0
554,3.0,1.0,22.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
555,1.0,0.0,62.0,0.0,0.0,26.55,0.0,0.0,0.0,1.0
556,1.0,1.0,48.0,1.0,0.0,39.6,13002.0,1.0,0.0,0.0
557,1.0,0.0,,0.0,0.0,227.525,0.0,1.0,0.0,0.0
558,1.0,1.0,39.0,1.0,1.0,79.65,18367.0,0.0,0.0,1.0
559,3.0,1.0,36.0,1.0,0.0,17.4,0.0,0.0,0.0,1.0
560,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
561,3.0,0.0,40.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
562,2.0,0.0,28.0,0.0,0.0,13.5,0.0,0.0,0.0,1.0
563,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
564,3.0,1.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
565,3.0,0.0,24.0,2.0,0.0,24.15,0.0,0.0,0.0,1.0
566,3.0,0.0,19.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
567,3.0,1.0,29.0,0.0,4.0,21.075,0.0,0.0,0.0,1.0
568,3.0,0.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
569,3.0,0.0,32.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
570,2.0,0.0,62.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
571,1.0,1.0,53.0,2.0,0.0,51.4792,561169.0,0.0,0.0,1.0
572,1.0,0.0,36.0,0.0,0.0,26.3875,18221.0,0.0,0.0,1.0
573,3.0,1.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
574,3.0,0.0,16.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
575,3.0,0.0,19.0,0.0,0.0,14.5,0.0,0.0,0.0,1.0
576,2.0,1.0,34.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
577,1.0,1.0,39.0,1.0,0.0,55.9,18292.0,0.0,0.0,1.0
578,3.0,1.0,,1.0,0.0,14.4583,0.0,1.0,0.0,0.0
579,3.0,0.0,32.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
580,2.0,1.0,25.0,1.0,1.0,30.0,0.0,0.0,0.0,1.0
581,1.0,1.0,39.0,1.0,1.0,110.8833,15776.0,1.0,0.0,0.0
582,2.0,0.0,54.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
583,1.0,0.0,36.0,0.0,0.0,40.125,12996.0,1.0,0.0,0.0
584,3.0,0.0,,0.0,0.0,8.7125,0.0,1.0,0.0,0.0
585,1.0,1.0,18.0,0.0,2.0,79.65,18368.0,0.0,0.0,1.0
586,2.0,0.0,47.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0
587,1.0,0.0,60.0,1.0,1.0,79.2,14401.0,1.0,0.0,0.0
588,3.0,0.0,22.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
589,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
590,3.0,0.0,35.0,0.0,0.0,7.125,0.0,0.0,0.0,1.0
591,1.0,1.0,52.0,1.0,0.0,78.2667,16920.0,1.0,0.0,0.0
592,3.0,0.0,47.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
593,3.0,1.0,,0.0,2.0,7.75,0.0,0.0,1.0,0.0
