,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_C,Embarked_Q,Embarked_S
594,2.0,0.0,37.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
595,3.0,0.0,36.0,1.0,1.0,24.15,0.0,0.0,0.0,1.0
596,2.0,1.0,,0.0,0.0,33.0,0.0,0.0,0.0,1.0
597,3.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
598,3.0,0.0,,0.0,0.0,7.225,0.0,1.0,0.0,0.0
599,1.0,0.0,49.0,1.0,0.0,56.9292,13032.0,1.0,0.0,0.0
600,2.0,1.0,24.0,2.0,1.0,27.0,0.0,0.0,0.0,1.0
601,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
602,1.0,0.0,,0.0,0.0,42.4,0.0,0.0,0.0,1.0
603,3.0,0.0,44.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
604,1.0,0.0,35.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0
605,3.0,0.0,36.0,1.0,0.0,15.55,0.0,0.0,0.0,1.0
606,3.0,0.0,30.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
607,1.0,0.0,27.0,0.0,0.0,30.5,0.0,0.0,0.0,1.0
608,2.0,1.0,22.0,1.0,2.0,41.5792,0.0,1.0,0.0,0.0
609,1.0,1.0,40.0,0.0,0.0,153.4625,561245.0,0.0,0.0,1.0
610,3.0,1.0,39.0,1.0,5.0,31.275,0.0,0.0,0.0,1.0
611,3.0,0.0,,0.0,0.0,7.05,0.0,0.0,0.0,1.0
612,3.0,1.0,,1.0,0.0,15.5,0.0,0.0,1.0,0.0
613,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
614,3.0,0.0,35.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
615,2.0,1.0,24.0,1.0,2.0,65.0,0.0,0.0,0.0,1.0
616,3.0,0.0,34.0,1.0,1.0,14.4,0.0,0.0,0.0,1.0
617,3.0,1.0,26.0,1.0,0.0,16.1,0.0,0.0,0.0,1.0
618,2.0,1.0,4.0,2.0,1.0,39.0,544.0,0.0,0.0,1.0
619,2.0,0.0,26.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
620,3.0,0.0,27.0,1.0,0.0,14.4542,0.0,1.0,0.0,0.0
621,1.0,0.0,42.0,1.0,0.0,52.5542,16893.0,0.0,0.0,1.0
622,3.0,0.0,20.0,1.0,1.0,15.7417,0.0,1.0,0.0,0.0
623,3.0,0.0,21.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
624,3.0,0.0,21.0,0.0,0.0,16.1,0.0,0.0,0.0,1.0
625,1.0,0.0,61.0,0.0,0.0,32.3208,17028.0,0.0,0.0,1.0
626,2.0,0.0,57.0,0.0,0.0,12.35,0.0,0.0,1.0,0.0
627,1.0,1.0,21.0,0.0,0.0,77.9583,477.0,0.0,0.0,1.0
628,3.0,0.0,26.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
629,3.0,0.0,,0.0,0.0,7.7333,0.0,0.0,1.0,0.0
630,1.0,0.0,80.0,0.0,0.0,30.0,13035.0,0.0,0.0,1.0
631,3.0,0.0,51.0,0.0,0.0,7.0542,0.0,0.0,0.0,1.0
632,1.0,0.0,32.0,0.0,0.0,30.5,14436.0,1.0,0.0,0.0
633,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
634,3.0,1.0,9.0,3.0,2.0,27.9,0.0,0.0,0.0,1.0
635,2.0,1.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
636,3.0,0.0,32.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
637,2.0,0.0,31.0,1.0,1.0,26.25,0.0,0.0,0.0,1.0
638,3.0,1.0,41.0,0.0,5.0,39.6875,0.0,0.0,0.0,1.0
639,3.0,0.0,,1.0,0.0,16.1,0.0,0.0,0.0,1.0
640,3.0,0.0,20.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
641,1.0,1.0,24.0,0.0,0.0,69.3,14369.0,1.0,0.0,0.0
642,3.0,1.0,2.0,3.0,2.0,27.9,0.0,0.0,0.0,1.0
643,3.0,0.0,,0.0,0.0,56.4958,0.0,0.0,0.0,1.0
644,3.0,1.0,0.75,2.0,1.0,19.2583,0.0,1.0,0.0,0.0
645,1.0,0.0,48.0,1.0,0.0,76.7292,16959.0,1.0,0.0,0.0
646,3.0,0.0,19.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
647,1.0,0.0,56.0,0.0,0.0,35.5,13038.0,1.0,0.0,0.0
648,3.0,0.0,,0.0,0.0,7.55,0.0,0.0,0.0,1.0
649,3.0,1.0,23.0,0.0,0.0,7.55,0.0,0.0,0.0,1.0
650,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
651,2.0,1.0,18.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0
652,3.0,0.0,21.0,0.0,0.0,8.4333,0.0,0.0,0.0,1.0
653,3.0,1.0,,0.0,0.0,7.8292,0.0,0.0,1.0,0.0
654,3.0,1.0,18.0,0.0,0.0,6.75,0.0,0.0,1.0,0.0
655,2.0,0.0,24.0,2.0,0.0,73.5,0.0,0.0,0.0,1.0
656,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
657,3.0,1.0,32.0,1.0,1.0,15.5,0.0,0.0,1.0,0.0
658,2.0,0.0,23.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
659,1.0,0.0,58.0,0.0,2.0,113.275,17000.0,1.0,0.0,0.0
660,1.0,0.0,50.0,2.0,0.0,133.65,0.0,0.0,0.0,1.0
661,3.0,0.0,40.0,0.0,0.0,7.225,0.0,1.0,0.0,0.0
662,1.0,0.0,47.0,0.0,0.0,25.5875,18332.0,0.0,0.0,1.0
663,3.0,0.0,36.0,0.0,0.0,7.4958,0.0,0.0,0.0,1.0
664,3.0,0.0,20.0,1.0,0.0,7.925,0.0,0.0,0.0,1.0
665,2.0,0.0,32.0,2.0,0.0,73.5,0.0,0.0,0.0,1.0
666,2.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
667,3.0,0.0,,0.0,0.0,7.775,0.0,0.0,0.0,1.0
668,3.0,0.0,43.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
669,1.0,1.0,,1.0,0.0,52.0,561246.0,0.0,0.0,1.0
670,2.0,1.0,40.0,1.0,1.0,39.0,0.0,0.0,0.0,1.0
671,1.0,0.0,31.0,1.0,0.0,52.0,14509.0,0.0,0.0,1.0
672,2.0,0.0,70.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
673,2.0,0.0,31.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
674,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,3.0,0.0,18.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
676,3.0,0.0,24.5,0.0,0.0,8.05,0.0,0.0,0.0,1.0
677,3.0,1.0,18.0,0.0,0.0,9.8417,0.0,0.0,0.0,1.0
678,3.0,1.0,43.0,1.0,6.0,46.9,0.0,0.0,0.0,1.0
679,1.0,0.0,36.0,0.0,1.0,512.3292,14437.0,1.0,0.0,0.0
680,3.0,1.0,,0.0,0.0,8.1375,0.0,0.0,1.0,0.0
681,1.0,0.0,27.0,0.0,0.0,76.7292,17001.0,1.0,0.0,0.0
682,3.0,0.0,20.0,0.0,0.0,9.225,0.0,0.0,0.0,1.0
683,3.0,0.0,14.0,5.0,2.0,46.9,0.0,0.0,0.0,1.0
684,2.0,0.0,60.0,1.0,1.0,39.0,0.0,0.0,0.0,1.0
685,2.0,0.0,25.0,1.0,2.0,41.5792,0.0,1.0,0.0,0.0
686,3.0,0.0,14.0,4.0,1.0,39.6875,0.0,0.0,0.0,1.0
687,3.0,0.0,19.0,0.0,0.0,10.1708,0.0,0.0,0.0,1.0
688,3.0,0.0,18.0,0.0,0.0,7.7958,0.0,0.0,0.0,1.0
689,1.0,1.0,15.0,0.0,1.0,211.3375,401.0,0.0,0.0,1.0
690,1.0,0.0,31.0,1.0,0.0,57.0,14328.0,0.0,0.0,1.0
691,3.0,1.0,4.0,0.0,1.0,13.4167,0.0,1.0,0.0,0.0
692,3.0,0.0,,0.0,0.0,56.4958,0.0,0.0,0.0,1.0
693,3.0,0.0,25.0,0.0,0.0,7.225,0.0,1.0,0.0,0.0
694,1.0,0.0,60.0,0.0,0.0,26.55,0.0,0.0,0.0,1.0
695,2.0,0.0,52.0,0.0,0.0,13.5,0.0,0.0,0.0,1.0
696,3.0,0.0,44.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
697,3.0,1.0,,0.0,0.0,7.7333,0.0,0.0,1.0,0.0
698,1.0,0.0,49.0,1.0,1.0,110.8833,15776.0,1.0,0.0,0.0
699,3.0,0.0,42.0,0.0,0.0,7.65,15.0,0.0,0.0,1.0
700,1.0,1.0,18.0,1.0,0.0,227.525,15770.0,1.0,0.0,0.0
701,1.0,0.0,35.0,0.0,0.0,26.2875,18220.0,0.0,0.0,1.0
702,3.0,1.0,18.0,0.0,1.0,14.4542,0.0,1.0,0.0,0.0
703,3.0,0.0,25.0,0.0,0.0,7.7417,0.0,0.0,1.0,0.0
704,3.0,0.0,26.0,1.0,0.0,7.8542,0.0,0.0,0.0,1.0
705,2.0,0.0,39.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
706,2.0,1.0,45.0,0.0,0.0,13.5,0.0,0.0,0.0,1.0
707,1.0,0.0,42.0,0.0,0.0,26.2875,18220.0,0.0,0.0,1.0
708,1.0,1.0,22.0,0.0,0.0,151.55,0.0,0.0,0.0,1.0
709,3.0,0.0,,1.0,1.0,15.2458,0.0,1.0,0.0,0.0
710,1.0,1.0,24.0,0.0,0.0,49.5042,15876.0,1.0,0.0,0.0
711,1.0,0.0,,0.0,0.0,26.55,561244.0,0.0,0.0,1.0
712,1.0,0.0,48.0,1.0,0.0,52.0,561246.0,0.0,0.0,1.0
713,3.0,0.0,29.0,0.0,0.0,9.4833,0.0,0.0,0.0,1.0
714,2.0,0.0,52.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
715,3.0,0.0,19.0,0.0,0.0,7.65,15.0,0.0,0.0,1.0
716,1.0,1.0,38.0,0.0,0.0,227.525,15701.0,1.0,0.0,0.0
717,2.0,1.0,27.0,0.0,0.0,10.5,654481.0,0.0,0.0,1.0
718,3.0,0.0,,0.0,0.0,15.5,0.0,0.0,1.0,0.0
719,3.0,0.0,33.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
720,2.0,1.0,6.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0
721,3.0,0.0,17.0,1.0,0.0,7.0542,0.0,0.0,0.0,1.0
722,2.0,0.0,34.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
723,2.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
724,1.0,0.0,27.0,1.0,0.0,53.1,512.0,0.0,0.0,1.0
725,3.0,0.0,20.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
726,2.0,1.0,30.0,3.0,0.0,21.0,0.0,0.0,0.0,1.0
727,3.0,1.0,,0.0,0.0,7.7375,0.0,0.0,1.0,0.0
728,2.0,0.0,25.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
729,3.0,1.0,25.0,1.0,0.0,7.925,0.0,0.0,0.0,1.0
730,1.0,1.0,29.0,0.0,0.0,211.3375,401.0,0.0,0.0,1.0
731,3.0,0.0,11.0,0.0,0.0,18.7875,0.0,1.0,0.0,0.0
732,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
733,2.0,0.0,23.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
734,2.0,0.0,23.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
735,3.0,0.0,28.5,0.0,0.0,16.1,0.0,0.0,0.0,1.0
736,3.0,1.0,48.0,1.0,3.0,34.375,0.0,0.0,0.0,1.0
737,1.0,0.0,35.0,0.0,0.0,512.3292,514513.0,1.0,0.0,0.0
738,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
739,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
740,1.0,0.0,,0.0,0.0,30.0,16997.0,0.0,0.0,1.0
741,1.0,0.0,36.0,1.0,0.0,78.85,15702.0,0.0,0.0,1.0
742,1.0,1.0,21.0,2.0,2.0,262.375,14443.0,1.0,0.0,0.0
743,3.0,0.0,24.0,1.0,0.0,16.1,0.0,0.0,0.0,1.0
744,3.0,0.0,31.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
745,1.0,0.0,70.0,1.0,1.0,71.0,14330.0,0.0,0.0,1.0
746,3.0,0.0,16.0,1.0,1.0,20.25,0.0,0.0,0.0,1.0
747,2.0,1.0,30.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
748,1.0,0.0,19.0,1.0,0.0,53.1,16956.0,0.0,0.0,1.0
749,3.0,0.0,31.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
750,2.0,1.0,4.0,1.0,1.0,23.0,0.0,0.0,0.0,1.0
751,3.0,0.0,6.0,0.0,1.0,12.475,654553.0,0.0,0.0,1.0
752,3.0,0.0,33.0,0.0,0.0,9.5,0.0,0.0,0.0,1.0
753,3.0,0.0,23.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
754,2.0,1.0,48.0,1.0,2.0,65.0,0.0,0.0,0.0,1.0
755,2.0,0.0,0.67,1.0,1.0,14.5,0.0,0.0,0.0,1.0
756,3.0,0.0,28.0,0.0,0.0,7.7958,0.0,0.0,0.0,1.0
757,2.0,0.0,18.0,0.0,0.0,11.5,0.0,0.0,0.0,1.0
758,3.0,0.0,34.0,0.0,0.0,8.05,0.0,0.0,0.0,1.0
759,1.0,1.0,33.0,0.0,0.0,86.5,14515.0,0.0,0.0,1.0
760,3.0,0.0,,0.0,0.0,14.5,0.0,0.0,0.0,1.0
761,3.0,0.0,41.0,0.0,0.0,7.125,0.0,0.0,0.0,1.0
762,3.0,0.0,20.0,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
763,1.0,1.0,36.0,1.0,2.0,120.0,14586.0,0.0,0.0,1.0
764,3.0,0.0,16.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
765,1.0,1.0,51.0,1.0,0.0,77.9583,16885.0,0.0,0.0,1.0
766,1.0,0.0,,0.0,0.0,39.6,0.0,1.0,0.0,0.0
767,3.0,1.0,30.5,0.0,0.0,7.75,0.0,0.0,1.0,0.0
768,3.0,0.0,,1.0,0.0,24.15,0.0,0.0,1.0,0.0
769,3.0,0.0,32.0,0.0,0.0,8.3625,0.0,0.0,0.0,1.0
770,3.0,0.0,24.0,0.0,0.0,9.5,0.0,0.0,0.0,1.0
771,3.0,0.0,48.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
772,2.0,1.0,57.0,0.0,0.0,10.5,18403.0,0.0,0.0,1.0
773,3.0,0.0,,0.0,0.0,7.225,0.0,1.0,0.0,0.0
774,2.0,1.0,54.0,1.0,3.0,23.0,0.0,0.0,0.0,1.0
775,3.0,0.0,18.0,0.0,0.0,7.75,0.0,0.0,0.0,1.0
776,3.0,0.0,,0.0,0.0,7.75,19556.0,0.0,1.0,0.0
777,3.0,1.0,5.0,0.0,0.0,12.475,0.0,0.0,0.0,1.0
778,3.0,0.0,,0.0,0.0,7.7375,0.0,0.0,1.0,0.0
779,1.0,1.0,43.0,0.0,1.0,211.3375,399.0,0.0,0.0,1.0
780,3.0,1.0,13.0,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
781,1.0,1.0,17.0,1.0,0.0,57.0,14328.0,0.0,0.0,1.0
782,1.0,0.0,29.0,0.0,0.0,30.0,474.0,0.0,0.0,1.0
783,3.0,0.0,,1.0,2.0,23.45,0.0,0.0,0.0,1.0
784,3.0,0.0,25.0,0.0,0.0,7.05,0.0,0.0,0.0,1.0
785,3.0,0.0,25.0,0.0,0.0,7.25,0.0,0.0,0.0,1.0
786,3.0,1.0,18.0,0.0,0.0,7.4958,0.0,0.0,0.0,1.0
787,3.0,0.0,8.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0
788,3.0,0.0,1.0,1.0,2.0,20.575,0.0,0.0,0.0,1.0
789,1.0,0.0,46.0,0.0,0.0,79.2,14546.0,1.0,0.0,0.0
790,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
791,2.0,0.0,16.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
792,3.0,1.0,,8.0,2.0,69.55,0.0,0.0,0.0,1.0
793,1.0,0.0,,0.0,0.0,30.6958,0.0,1.0,0.0,0.0
794,3.0,0.0,25.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
795,2.0,0.0,39.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
796,1.0,1.0,49.0,0.0,0.0,25.9292,16891.0,0.0,0.0,1.0
797,3.0,1.0,31.0,0.0,0.0,8.6833,0.0,0.0,0.0,1.0
798,3.0,0.0,30.0,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
799,3.0,1.0,30.0,1.0,1.0,24.15,0.0,0.0,0.0,1.0
800,2.0,0.0,34.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
801,2.0,1.0,31.0,1.0,1.0,26.25,0.0,0.0,0.0,1.0
802,1.0,0.0,11.0,1.0,2.0,120.0,14586.0,0.0,0.0,1.0
803,3.0,0.0,0.42,0.0,1.0,8.5167,0.0,1.0,0.0,0.0
804,3.0,0.0,27.0,0.0,0.0,6.975,0.0,0.0,0.0,1.0
805,3.0,0.0,31.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
806,1.0,0.0,39.0,0.0,0.0,0.0,13074.0,0.0,0.0,1.0
807,3.0,1.0,18.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
808,2.0,0.0,39.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
809,1.0,1.0,33.0,1.0,0.0,53.1,512.0,0.0,0.0,1.0
810,3.0,0.0,26.0,0.0,0.0,7.8875,0.0,0.0,0.0,1.0
811,3.0,0.0,39.0,0.0,0.0,24.15,0.0,0.0,0.0,1.0
812,2.0,0.0,35.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
813,3.0,1.0,6.0,4.0,2.0,31.275,0.0,0.0,0.0,1.0
814,3.0,0.0,30.5,0.0,0.0,8.05,0.0,0.0,0.0,1.0
815,1.0,0.0,,0.0,0.0,0.0,514514.0,0.0,0.0,1.0
816,3.0,1.0,23.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
817,2.0,0.0,31.0,1.0,1.0,37.0042,0.0,1.0,0.0,0.0
818,3.0,0.0,43.0,0.0,0.0,6.45,0.0,0.0,0.0,1.0
819,3.0,0.0,10.0,3.0,2.0,27.9,0.0,0.0,0.0,1.0
820,1.0,1.0,52.0,1.0,1.0,93.5,14481.0,0.0,0.0,1.0
821,3.0,0.0,27.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
822,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
823,3.0,1.0,27.0,0.0,1.0,12.475,654553.0,0.0,0.0,1.0
824,3.0,0.0,2.0,4.0,1.0,39.6875,0.0,0.0,0.0,1.0
825,3.0,0.0,,0.0,0.0,6.95,0.0,0.0,1.0,0.0
826,3.0,0.0,,0.0,0.0,56.4958,0.0,0.0,0.0,1.0
827,2.0,0.0,1.0,0.0,2.0,37.0042,0.0,1.0,0.0,0.0
828,3.0,0.0,,0.0,0.0,7.75,0.0,0.0,1.0,0.0
829,1.0,1.0,62.0,0.0,0.0,80.0,14336.0,0.0,0.0,0.0
830,3.0,1.0,15.0,1.0,0.0,14.4542,0.0,1.0,0.0,0.0
831,2.0,0.0,0.83,1.0,1.0,18.75,0.0,0.0,0.0,1.0
832,3.0,0.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
833,3.0,0.0,23.0,0.0,0.0,7.8542,0.0,0.0,0.0,1.0
834,3.0,0.0,18.0,0.0,0.0,8.3,0.0,0.0,0.0,1.0
835,1.0,1.0,39.0,1.0,1.0,83.1583,18297.0,1.0,0.0,0.0
836,3.0,0.0,21.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
837,3.0,0.0,,0.0,0.0,8.05,0.0,0.0,0.0,1.0
838,3.0,0.0,32.0,0.0,0.0,56.4958,0.0,0.0,0.0,1.0
839,1.0,0.0,,0.0,0.0,29.7,15703.0,1.0,0.0,0.0
840,3.0,0.0,20.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0
841,2.0,0.0,16.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
842,1.0,1.0,30.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0
843,3.0,0.0,34.5,0.0,0.0,6.4375,0.0,1.0,0.0,0.0
844,3.0,0.0,17.0,0.0,0.0,8.6625,0.0,0.0,0.0,1.0
845,3.0,0.0,42.0,0.0,0.0,7.55,0.0,0.0,0.0,1.0
846,3.0,0.0,,8.0,2.0,69.55,0.0,0.0,0.0,1.0
847,3.0,0.0,35.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
848,2.0,0.0,28.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0
849,1.0,1.0,,1.0,0.0,89.1042,15878.0,1.0,0.0,0.0
850,3.0,0.0,4.0,4.0,2.0,31.275,0.0,0.0,0.0,1.0
851,3.0,0.0,74.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0
852,3.0,1.0,9.0,1.0,1.0,15.2458,0.0,1.0,0.0,0.0
853,1.0,1.0,16.0,0.0,1.0,39.4,16928.0,0.0,0.0,1.0
854,2.0,1.0,44.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0
855,3.0,1.0,18.0,0.0,1.0,9.35,0.0,0.0,0.0,1.0
856,1.0,1.0,45.0,1.0,1.0,164.8667,0.0,0.0,0.0,1.0
857,1.0,0.0,51.0,0.0,0.0,26.55,18187.0,0.0,0.0,1.0
858,3.0,1.0,24.0,0.0,3.0,19.2583,0.0,1.0,0.0,0.0
859,3.0,0.0,,0.0,0.0,7.2292,0.0,1.0,0.0,0.0
860,3.0,0.0,41.0,2.0,0.0,14.1083,0.0,0.0,0.0,1.0
861,2.0,0.0,21.0,1.0,0.0,11.5,0.0,0.0,0.0,1.0
862,1.0,1.0,48.0,0.0,0.0,25.9292,16891.0,0.0,0.0,1.0
863,3.0,1.0,,8.0,2.0,69.55,0.0,0.0,0.0,1.0
864,2.0,0.0,24.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
865,2.0,1.0,42.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
866,2.0,1.0,27.0,1.0,0.0,13.8583,0.0,1.0,0.0,0.0
867,1.0,0.0,31.0,0.0,0.0,50.4958,13036.0,0.0,0.0,1.0
868,3.0,0.0,,0.0,0.0,9.5,0.0,0.0,0.0,1.0
869,3.0,0.0,4.0,1.0,1.0,11.1333,0.0,0.0,0.0,1.0
870,3.0,0.0,26.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
871,1.0,1.0,47.0,1.0,1.0,52.5542,16961.0,0.0,0.0,1.0
872,1.0,0.0,33.0,0.0,0.0,5.0,14437.0,0.0,0.0,1.0
873,3.0,0.0,47.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
874,2.0,1.0,28.0,1.0,0.0,24.0,0.0,1.0,0.0,0.0
875,3.0,1.0,15.0,0.0,0.0,7.225,0.0,1.0,0.0,0.0
876,3.0,0.0,20.0,0.0,0.0,9.8458,0.0,0.0,0.0,1.0
877,3.0,0.0,19.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
878,3.0,0.0,,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
879,1.0,1.0,56.0,0.0,1.0,83.1583,15732.0,1.0,0.0,0.0
880,2.0,1.0,25.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0
881,3.0,0.0,33.0,0.0,0.0,7.8958,0.0,0.0,0.0,1.0
882,3.0,1.0,22.0,0.0,0.0,10.5167,0.0,0.0,0.0,1.0
883,2.0,0.0,28.0,0.0,0.0,10.5,0.0,0.0,0.0,1.0
884,3.0,0.0,25.0,0.0,0.0,7.05,0.0,0.0,0.0,1.0
885,3.0,1.0,39.0,0.0,5.0,29.125,0.0,0.0,1.0,0.0
886,2.0,0.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
887,1.0,1.0,19.0,0.0,0.0,30.0,14402.0,0.0,0.0,1.0
888,3.0,1.0,,1.0,2.0,23.45,0.0,0.0,0.0,1.0
889,1.0,0.0,26.0,0.0,0.0,30.0,561320.0,1.0,0.0,0.0
890,3.0,0.0,32.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
